,Pokemon,physiology
1,Grubbin," Mostly white, it has 2 yellow dots on the side of its body"
2,Grubbin," Its head is primarily brown, with a yellow-rimmed orange helmet-like structure and a sideways, jagged mouth"
0,Charjabug,Charjabug resembles a small Subway train/battery
1,Charjabug," Its body is colored green, it has blue square eyes, a rectangle gray mouth, and orange pincers"
0,Vikavolt,Vikavolt is a beetle-like Pokémon that is equipped with a pair of long mandibles
1,Vikavolt, It has a orange-colored face and two yellow robotic eyes
2,Vikavolt, Vikavolt's entire carapace is dark blue in color while its abdomen has a light gray coloration
3,Vikavolt, Its wings are flat and transparent with a light blue color
4,Vikavolt, Short spikes each line along the inside of Vikavolt's mandibles
0,Crabrawler,Crabrawler is a purple Coconut Crab Pokémon with blue crab claws that are shaped like boxing gloves
0,Crabominable,"Crabominable is a larger version of Crabrawler, although instead of crab-like claws it has crab-like feet instead"
1,Crabominable," It has grown white fur all over its body as a result of it getting lost on a snowy mountain trying to reach the top, forcing it to evolve to adapt to the frigid climate"
0,Cutiefly,"Cutiefly is a small, insectoid creature"
1,Cutiefly," For its size, it has fairly large and wide wings"
2,Cutiefly," Its face is varies in shades of yellow, following along with four black legs, with round feet"
0,Ribombee,"Ribombee is a tiny, insectoid Pokémon with a large head, slightly smaller body, and thin arms and legs"
1,Ribombee," It is covered in fluffy, yellow fur with a white face, lower body, and a tuft of white fur on its back"
2,Ribombee, It has big eyes with a one white and one brown square speck in the center
3,Ribombee," Over its eyes are white hairs similar to eyelashes, and it has two black antennae"
4,Ribombee, Around its neck is a brown scarf with a needle-like projection on the front
5,Ribombee, Two wings nearly as large as its body sprout from its back
6,Ribombee, The wings are white with three brown loop designs near the base
7,Ribombee, Its four thin limbs have bulbous hands or feet
0,Rockruff,Rockruff is a small Pokémon that resembles a slightly plump dog
1,Rockruff," It has a fluffy tail, brown paws (with a small triangle on their end of the legs), a white neck decorated with brown fragments, a somewhat fatty beige underbelly, a brown mouth with a pink nose, two blue eyes and a pair of brown lowered ears"
2,Rockruff, Ears are similar to those of a fox when they stand up
0,Mareanie,"Mareanie is a blue and purple anemone like Pokémon with some feminine touches to its appearance, despite the fact that it can be male"
1,Mareanie, It has sharp teeth and green eyes
2,Mareanie, Its shiny version is reddish pink and orange
0,Toxapex,Toxapex retains its previous evolution's color scheme of purple and blue
1,Toxapex," Toxapex is larger than its pre-evolution, but interestingly its actual body of which the tentacles are attached to is now smaller and is now hanging instead of being on the ground"
2,Toxapex," Toxapex now has twelve large tentacles on its head, ten used to crawl and two that hang open in order to act as arms and reveal its body"
3,Toxapex, Toxapex also has a crown of thorns placed around a larger center spike
0,Mudbray,"Mudbray has a somewhat chubby brown body with its underside, snout, and cheek being a lighter shade"
1,Mudbray, It has eyes with solid black pupils with no iris
2,Mudbray, Its mane and tail are solid black in color
3,Mudbray, The lower legs are a light shade of brown in the shape of mud
4,Mudbray, The hoof is pure black
0,Mudsdale,"Mudsdale's large, bulky body is a chocolate brown in color"
1,Mudsdale, The hoofs and hair around it are orange and extends to the knees
2,Mudsdale, Mudsdale's snout is orange in color
3,Mudsdale, The mane is solid black with orange on the top of it
4,Mudsdale," Multiple bunches of hair also come from the mane, similarly tipped with orange at the end"
5,Mudsdale, Its tail is black tipped with orange as well
6,Mudsdale," Mudsdale appears a bit chubby, with a plump, cylindrical midsection and a thick, rounded rump"
0,Dewpider,Dewpider is a green spider-like Pokémon
1,Dewpider, It has a water bubble covering its head which is bound by three green projections
2,Dewpider," Its body is mostly light-green in color except for its abdomen, which is dark-gray in color"
3,Dewpider," It has a large dark-gray face, with two blue spikes on its forehead and a yellow mouth"
4,Dewpider, Its wide eyes are blue and oval-shaped
5,Dewpider, It has a small stinger on the bottom of its abdomen
0,Araquanid,Araquanid looks like a six-legged spider with a bubble surrounding its head
0,Fomantis,Fomantis has a small body with two light pink stripes and a big magenta stripe in the middle
1,Fomantis, For arms it has two light green small sickle-shaped petals with white tips and has a small green leaf collar around its neck
2,Fomantis, With a small pink head and magenta colored eyes and dark pink pupils
3,Fomantis, It also a big green leaf on its head with a dark green bulb behind it
0,Lurantis,Lurantis is a plant-like Pokémon with insectoid traits
1,Lurantis, Its body has shades of pink with white accents
2,Lurantis, It has light red eyes and two green antennae with a small green lump between them
3,Lurantis," There are four extensions to the top half of its head: two on the top with red tips that resemble ears, and one on each side with white tips that resemble stylized hair"
4,Lurantis, Its forearms resembles a mantis's arm and are each tipped with a green claw
0,Morelull,"Morelull is a small, white Pokémon similar to a mushroom"
1,Morelull, It is one of the shortest Grass-type Pokémon
2,Morelull," It has large, black eyes with pale green half-circle markings on the outer sides"
3,Morelull," Small bumps ring the top of its head, similar to hair"
4,Morelull," Its head is much larger than its thin, stem-like body"
5,Morelull," At the base, the stem splits into three green roots that act as feet"
6,Morelull, Three large mushrooms sprout from the center of its head
7,Morelull, Each mushroom has a thin white stem and a darker ring of color around the base of the cap
8,Morelull," The center and largest mushroom is light pink, while the other two mushrooms are smaller and a light purplish-blue"
9,Morelull," At night, Morelull can make the spores filling its mushroom caps glow"
0,Shiinotic,Shiinotic looks a lot like mushroom with a purple cap and pink legs
0,Salandit,Salandit is a salamander-like Pokémon with black-colored skin and reddish-orange markings on its back
1,Salandit," It has squinting purple eyes, a mouth filled with black, jagged teeth, and a pair of ear-like appendages on the back of its neck"
0,Salazzle,Salazzle is a slender bipedal reptilian Pokémon resembling a lizard
1,Salazzle," She is colored black and purple, except for a pair of pink markings on her chest"
2,Salazzle," Her hands and feet have five fingers and toes each, and a pair of long ribbon-like appendages emerge from its back"
0,Stufful,Stufful resembles a red panda and a plush doll
0,Bewear,"Bewear share a resemblance between a red panda, a bear, and giant panda"
1,Bewear, It has a pink head with white ears and a curved line
2,Bewear, It has a black furred body with pink paws and white claws on its feet
3,Bewear, It also has a pink and black ring tail
4,Bewear, It has a white muzzle and a black nose
5,Bewear,It has a short tail with dark pink rings
0,Bounsweet,"Bounsweet is a small, round Pokémon that can only be female"
1,Bounsweet," It has yellow eyes, a magenta-colored body, and a skirt-like design that is colored white"
2,Bounsweet, It also has three large green leaves on its head and no arms
0,Steenee,"Steenee is a bipedal, humanoid Pokémon that can only be female"
1,Steenee," It has a white body with slender arms, a round white head, and large magenta eyes"
2,Steenee," Its torso and legs are both pink and purple, and it has fleshy white segments that resemble a dress or skirt on its hips"
3,Steenee," On the top of its head are a hair-like stem and two big leaves that curl downward, with a smaller tuft in the center"
4,Steenee, The left leaf also has two yellow circular designs on it
0,Tsareena,Tsareena is a bipedal Pokémon
1,Tsareena," Its face and lower torso are white, while its eyes and lashes are magenta"
2,Tsareena, A muffler-like design covers its neck
3,Tsareena, It has slender arms and legs that are the same color as her eyes
4,Tsareena," On its head, three long leaves extend to the lower half of its leg, with a bigger leaf flipping near its crown, which is colored similarly to its overall color scheme"
5,Tsareena, The backs of the leaves have small circular yellow patterns
0,Oranguru,Oranguru is an ape Pokémon
1,Oranguru," It has white fur, grey skin, a wide face with a 4-edged star on its forehead and a cloak resting in its back"
2,Oranguru, It is always seen to be holding a fan made from leaves in its right hand
0,Passimian,Passimian is a black and white lemur-looking Pokémon with a muscularly burly build
1,Passimian," Its muzzle, upper body, hands, feet, ankles and tail are black, while the rest of its body parts are white"
2,Passimian," It usually wears a pale green helmet with orange blaze and protruded green leaves, which partially obscures its eyes that have yellow sclerae and orange irises"
3,Passimian," There is always a vertical and horizontal leaf on its shoulders and chest, which are glued onto its body with its own saliva"
4,Passimian, It is mostly seen carrying a coconut-looking fruit
0,Golisopod,"Golisopod is a blue and purple bipedal, arthropod-like Pokémon"
1,Golisopod," It has a domed carapace on its head and back, six arms (two large and clawed, and the other four are tiny and vestigial) and a section of exoskeleton on its lower body resembling a sumo wrestler's loincloth"
0,Sandygast,Sandygast looks a lot like a pile of sand with a face and a shovel on its head just like its evolution known as Palossand
0,Palossand,Palossand is a Pokémon based off of a sandcastle
1,Palossand, It has blue and pink seashells adorning areas like above its mouth and around the main tower
2,Palossand," Just like Sandygast, it has a shovel sticking out on its head"
0,Pyukumuku,"Pyukumuku is a marine Pokémon with an ovoid, black body"
1,Pyukumuku," Its face has two beady, pink eyes and a white mouth shaped roughly like a star or Daimonji"
2,Pyukumuku, Two lines of three pink spikes run down each side of its back
3,Pyukumuku, The middle spike of each line is about twice as long as the others are
4,Pyukumuku, A fluffy white puff forms its tail
0,Silvally,"Aside from the removal of its helmet, Silvally differs little from its pre-evolution"
1,Silvally," Its crested, bird-like head is revealed, possessing a metallic beak, two bolts on either side of its head, pointed red ears and a crest on its head resembling a cockatoo's"
2,Silvally, The fur around its neck and the fin on its tail also turn from gray to white upon evolving
0,Komala,"Komala is a Pokémon with a bluish-gray fur, with excess fur present on the neck"
1,Komala," Its cheeks, tail and eyebrows are colored white"
2,Komala," Komala has a large black nose, large ears, and black nails on its paws"
3,Komala, Komala's underside is a light gray
4,Komala," The Pokémon is holding a cylindrical, brown log in the shape of a pillow"
0,Turtonator,Turtonator is an anthropomorphic mata mata (freshwater turtle)
1,Turtonator," It has a glaring expression and a spiky head covering, as well as a cannon-like snout"
2,Turtonator," Its back resembles an explosion with many spikes, resembling debris while its limbs are short and stubby"
3,Turtonator, Its tail resembles a Z-Crystal meant for a Z-Power Ring
0,Togedemaru,"Togedemaru is a small, gray, fat, and round hedgehog-like Pokémon"
1,Togedemaru, It has a long gray tail resembling a lightning bolt with a yellow tip
2,Togedemaru, It has three flat triangular spike-like flaps on each side of its body
3,Togedemaru," On both sides, two of its flaps are yellow with the middle flap being brown"
4,Togedemaru," Its face plate is cover with white fur reaching down to its legs and feet, with its ears at the upper tips of its face plate"
5,Togedemaru, There are round yellow circles on its cheeks used for storing electricity
6,Togedemaru, Its arms are stubby and are located around the middle of its face plate
0,Mimikyu,"The ""body"" of Mimikyu has been designed to look like Pikachu"
1,Mimikyu," The overall structure of the disguise does resemble Pikachu, but the skin is a grayish-beige color instead of yellow"
2,Mimikyu," Its ""tail"" is made of wood and has a grayish-brown color"
3,Mimikyu," The disguise's ""face"" only consists of poorly drawn eyes, cheeks, and a zigzag mouth"
4,Mimikyu," Two holes appear in the body of the costume, which are the actual eyes of Mimikyu"
5,Mimikyu,"Underneath the cloth appears to be a black shadowy mass with two glowing eyes, but it is unknown what it looks like in full, as glimpsing it causes immediate catatonic shock, if not death"
6,Mimikyu," In actuality, Mimikyu is only approximately the size of its disguise's torso, as there appears to be nothing organic inside of the rag's head"
7,Mimikyu,Shiny Mimikyu's disguise turns completely gray
8,Mimikyu," Its ""tail"" and eyes remain unchanged"
9,Mimikyu,"Due to its clothed appearance, it was previously mistaken as an ordinary ghost in ragged cloth until it was recently identified as a Pokémon species"
0,Bruxish,Bruxish is a fish-like Pokémon with tropical colors on its body and sharp teeth
0,Drampa,Drampa is a serpentine dragon Pokémon with mostly bluish green skin
1,Drampa, Its underside and three spots on the side are pale green
2,Drampa, Its pupilless eyes are pink with yellow thick eyebrows
3,Drampa, It has a short mustache and a white beard on its chin
4,Drampa," It also has white hair covering its short tail, arms, and underbelly"
0,Dhelmise,Dhelmise is an aquatic Pokémon that resembles an anchor
1,Dhelmise, A ship steering wheel acts as its head
2,Dhelmise, The green algae mass is actually Dhelmise's body
3,Dhelmise,"The anchor is rust brown and mottled with black spots, while the seaweed (which is real body) envelopes the bottom hooked area of the anchor to give an impression of it having 5 sharp teeth, and climbs up the thin pole and covers the anchor's shank"
4,Dhelmise, 5 shards of seaweed trail off as a star shape
5,Dhelmise,The ship's wheel is lavender on the exterior with a yellow inner rim
6,Dhelmise, It is attached to the back of the anchor by its center and is free spinning
7,Dhelmise,"  The noticeably damaged wheel is yellow and features six spokes and four handles, with two lavender stubs where the other handles should be"
8,Dhelmise," A simple compass, acts as its left eye, while it lacks a right eye"
0,Jangmo-o,"Jangmo-o is a small, scaly quadruped Pokémon"
1,Jangmo-o," Its upper body is gray in color, while the lower body is black"
2,Jangmo-o, It has a large yellow heart scale on its forehead
3,Jangmo-o," It has six gray scales around its shoulders, with a tinge of yellow in it"
4,Jangmo-o," It has a gray tail, with a yellow scale on the tip of its tail"
5,Jangmo-o,Its eyes are slit and brownish-red in color
6,Jangmo-o, It has a small tuft of feathers on its head and chest
7,Jangmo-o, It has three yellow claws on each of its feet
0,Hakamo-o,"Hakamo-o is a bipedal, reptilian Pokémon with many scaly plates"
1,Hakamo-o," Most of its body is light gray, but it has dark gray arms and legs"
2,Hakamo-o," It has angular, red eyes, a rounded, beak-like snout with a small spike on either side of the upper jaw similar to teeth, and two small scales standing up on either side of its head"
3,Hakamo-o," Down the center of its chest is a line of three slightly raised scales, and there is a matching line of four scales down its back"
4,Hakamo-o, Several slightly raised gray scales overlap its shoulders
5,Hakamo-o," In between its shoulders and on each side of its head is a small, white crest made of feathers"
6,Hakamo-o," It has three yellow claws on each appendage and a long, tapering tail"
7,Hakamo-o,This Pokémon has many scale plates on its body as well
8,Hakamo-o," There is a yellow one on its forehead, which is oval with a light yellow, heart-shaped stripe across the middle"
9,Hakamo-o, Two circular scales cover the front of its neck; both are light yellow with darker edges
10,Hakamo-o, The tops of its arms are covered by three overlapping scales
11,Hakamo-o," The first two arm scales are gray with yellow trim, but the last scale is red with yellow trim and much larger"
12,Hakamo-o," At the tip of its tail is a small, circular scale"
13,Hakamo-o, This last scale has a light yellow portion before ending in a darker yellow
0,Kommo-o,"Kommo-o is a bipedal, reptilian Pokémon covered in scaly armor"
1,Kommo-o, Most of its body is gray with some lighter gray areas as well as yellow and red markings
2,Kommo-o," It has a rounded, beak-ish snout and small eyes nearly hidden under its head armor"
3,Kommo-o," On the tip of its snout is a patch of pale gray, and both the upper and lower jaws have a small, tooth-like spike on each side"
4,Kommo-o, The top of its head is covered by an elaborate arrangement of scales
5,Kommo-o," At the front of the headdress is an oval scale, which is yellow with a red heart-shape at the base"
6,Kommo-o, On either side of the front scale is a chain of four circular scales; the first three scales are red with yellow trim and the last scale is solid yellow
7,Kommo-o," Three additional 
chains of plain yellow scales extend from the back of the headdress"
8,Kommo-o," Running down the front of its long neck is a line of overlapping scales: one solid gray at the top, three larger gray ones with yellow rims, and one solid yellow scale at the bottom"
9,Kommo-o, A thick yellow stripe with a rounded projection in the center runs across its chest
10,Kommo-o," Covering its shoulders are tufts of spiky, white feathers with small, gray scales overlapping them"
11,Kommo-o," Four overlapping scales cover the tops of its arms: three are gray with yellow edges, and the scales that cover its hands are red with yellow edges"
12,Kommo-o,"Kommo-o has four chains of scales, all of which consist of four scales, extending from just behind its shoulders"
13,Kommo-o," The two foremost 
chains are made of overlapping scales, and have a solid gray scale at the top followed by three scales with yellow edges"
14,Kommo-o, The other two chains are made up of only solid gray scales and do not appear to overlap
15,Kommo-o," The lower half of its legs is dark gray, and there is a pale gray marking 
across each knee"
16,Kommo-o," Its hands have four yellow claws, while the feet have only three"
17,Kommo-o," A long line of slightly raised, pale gray scales runs down 
the center of its back to about halfway up its tapering tail"
18,Kommo-o," Near the tip of its tail are three sets of loose scales that increase in size 
near the tip"
19,Kommo-o," Each set is made up of four separate scales that encircle the tail; the two lower sets are solid yellow, while the set nearest the tip have gray centers"
20,Kommo-o, The very tip of its tail is pale gray
0,Cosmog,Cosmog resembles a floating cloud colored in dark blue and purple
1,Cosmog, Two light-blue cloud-like formations stem upward from Cosmog's body and seem to be similar to a pair of arms
2,Cosmog, It has a gold crescent-shape around its body and its face is black with circular blue cheeks
0,Cosmoem,Cosmoem looks like an eye from outer space
1,Cosmoem," It has a black 'pupil' with curves that look like resting eyes, and various pink and blue stripes across it"
2,Cosmoem," Around it, there is a dark purple, reflective, translucent shell with stars in it"
3,Cosmoem," Around this shell, along the sides and top of Cosmoem's body, is a gold outline, with smaller, similar shapes partly closing around the main body"
0,Solgaleo,"Solgaleo is a large, white Pokémon resembling a white lion"
1,Solgaleo, It has a blunt muzzle with a blue-gray nose and pale blue eyes
2,Solgaleo, The top half of its face is a deep blue area that shows a constantly changing starscape
3,Solgaleo," Four yellow spikes frame Solgaleo's head like a crown and two more pairs of spikes adorn either side of its lower jaw, and each spike separates large tufts of Solgaleo's mane"
4,Solgaleo," Solid ridges—red nearest Solgaleo's head and yellow farther away—poke out of each tuft along the middle, except on the tufts on its cheeks and chin, with the topmost part wrapping around the tip of the tuft"
5,Solgaleo," Overall, its mane creates the impression of a stylized sun"
6,Solgaleo," Around each leg is a dark orange band, and there is a black spot on each foot"
7,Solgaleo, It has three black toes on each foot with long yellow claws
8,Solgaleo, At the tip of its tail is a large black spot with a thin yellow rim
9,Solgaleo,"When Solgaleo enters its Radiant Sun phase, a light blue symbol similar to a compass rose appears on its forehead and the starscape turns to streaks of light"
10,Solgaleo, The fur on its body glows a pale yellow and all other parts of its body except its nose turn bright yellow
0,Lunala,"Lunala is a large Pokémon resembling a skeletal, legless bat"
1,Lunala," It has a short snout, dark pink eyes with white centers, and a deep blue area on its upper head that shows a constantly changing starscape"
2,Lunala,"A rigid raised hood wraps around its head in a crescent shape, resembling a crescent moon or bat ears, and drapes around its neck as well"
3,Lunala," The outside of the hood is yellow, while the inner part that curves around Lunala's head is a pattern of deep blue and white streaks"
4,Lunala, Its torso resembles a ribcage with a slightly curved spike on each shoulder and three spikes extending from the bottom toward its tail
5,Lunala,"Its massive wings resemble a bat's wings with the skeleton exposed, except that Lunala's wings have a total of seven ""finger bones"": four running through each wing, one running along the edge to the outermost tip, and two pointing upwards that may act as claws that are more functional"
6,Lunala," The four ""bones"" through Lunala's wings are only visible in segments"
7,Lunala,"The skin of Lunala's wings is an iridescent deep blue, and a light blue light source appears to glow from behind its ribcage"
8,Lunala," A large, pale yellow crescent connects the outermost tip of each wing to the next two inner tips, and the remaining two innermost tips are adorned by yellow, four-pointed stars"
9,Lunala,"The bottom of Lunala's tail is also lined by a yellow crescent, with a ridge running up the middle of the tail towards the ribcage"
10,Lunala,"When Lunala enters its Full Moon phase, its third eye—a light red symbol of an eye—appears on its forehead and the starscape turns to streaks of light"
11,Lunala," The skin of its wings glows a bright, light blue"
12,Lunala,It spreads its wings wide so that the yellow parts on each wing are arranged in a circle with the outermost point of the four-pointed stars disappearing in the transformation
0,Nihilego,"Nihilego's exact bodily functions are unknown, however, it is known to be somewhat parasitic in the sense that it's much stronger when it has a host"
1,Nihilego," Its also not known what exactly its tissue is made of, but according to several official sources, it's said to be made up of a glass-like material that is flexible like rubber"
2,Nihilego," As such, it is a genderless Pokémon"
3,Nihilego, It somehow resembles a jellyfish
0,Buzzwole,Buzzwole is a mosquito with a muscular build and it appears they are made of red blood like filled sacs all over its body
1,Buzzwole,It also has white veins that are said to be as hard as steel and it's also said it can pulverize a dump-truck in one punch
2,Buzzwole,Its proboscis is also said to be a hard as diamond and that it may attack with it too
0,Pheromosa,"Pheromosa is a thin, white, feminine, cockroach-like Pokémon with gold fish shape mane"
1,Pheromosa, It has a long antennae that somewhat resemble the whiskers of fish
2,Pheromosa, Its eyes are oval-shaped with purple irises and blue pupils
3,Pheromosa, It has golden pads on its joints and yellow feet that resemble high heels
0,Xurkitree,"Xurkitree's hands are made out of copper wiring, and it has feet that look like plugs"
1,Xurkitree, Its head resembles a spiky lamp or treetop of some sort
2,Xurkitree, Xurkitree also has a tail that extremely resembles an ordinary household plug
3,Xurkitree," Its white ""leaves"" are probably zip ties, used to hold various cables and cords together"
0,Celesteela,"Celesteela is a tall, somewhat cone-shaped, grayish-green Pokémon"
1,Celesteela," It has a long, thin, segmented white neck and a small head"
2,Celesteela," It has a small mouth, long, grayish-green ""hair"" that reaches its lower body, two cyan dots on its hair that resemble eyes, white stick-like objects going through its hair and forming an X shape, and a cone-shaped spike on its head with two rings around it near the base"
3,Celesteela,Celesteela's lower body is shaped like a bamboo shoot and surrounded by a four-layered green structure that resembles a dress or vest somewhat
4,Celesteela," Underneath that is a white pattern that resembles woven reeds, and the bottom of its body has six black tubes with aqua-colored rings on the ends coming out of a hole"
5,Celesteela,"Celesteela's arms, which aren't attached to its body but float freely around it, are about as tall as it is and resemble bamboo plants"
6,Celesteela," It has eight-fingered hands, its fingers resembling the tubes on the bottom of its body, and its palms appear to have a similar circular opening"
7,Celesteela, Its wrists have aqua-colored rings around them with rocket-like fins attached to them
0,Kartana,"Appearance wise, it seems to be an origami folded humanoid"
1,Kartana, The paper used is orange on one side and white on the other
2,Kartana, It head is tucked into its body with a 4 pointer star(presumably its face)
3,Kartana, It appears to have either two yellow horns/antennae that become wider when moving upwards
4,Kartana, Its arms resemble drawn katanas with yellow/white sheaths
5,Kartana, It has creased legs
0,Guzzlord,"Guzzlord is a black, bipedal creature highlighted by bioluminescent blue and yellow markings"
1,Guzzlord," On its round bloated stomach is an enormous mouth filled with sharp teeth, and from it protrudes a pair of tongues, each with a set of jaws and teeth of its own"
2,Guzzlord," It has a small triangular head on the top of its body, four glowing blue eyes, a pair of small three-clawed hands and a tail tipped with a mace-like club"
3,Guzzlord," Guzzlord has only one weakness: quoting Dia, ""Guzzlord has a weak-spot: that second face above its huge mouth"
0,Necrozma,"Known as ""the Blinding One"" (かがやきさま, kagayaki-sama, lit"
1,Necrozma," Radiant One), Necrozma is a Pokémon whose body appears to be constructed out of black crystalline material; its disproportionately large arms have three claws jutting out of them, as well as a single large whitish crystal protruding backward from each arm"
2,Necrozma, Its small legs bend backward like a bird's and have three toes each
3,Necrozma," However, it does not seem to use them as it can naturally levitate through unknown methods"
4,Necrozma,"A single wing grows out of each of its shoulders, which resembles a hook"
5,Necrozma," The large protrusion attached to its head is its tail, which is white in the back with a dark gray symbol resembling a star in the center"
6,Necrozma,"This part of the tail absorbs light that it converts to lasers, and glows when it does"
7,Necrozma," The sides of its head and the top of its tail are covered in spikes, and its face possesses a collection of multicolored shapes"
8,Necrozma,"Dusk Mane Necrozma controls both the body and mind of the Legendary Pokémon Solgaleo, absorbing the light energy that pours out of it"
9,Necrozma,"After attaining this form, Necrozma gains black armor covering its face, legs, and tail, as well as having its hands melded to the sides of its body"
10,Necrozma,"Dusk Mane Necrozma can propel itself forward by shooting black light from both sides of its chest, giving it a powerful means of propulsion"
11,Necrozma,"By taking Solgaleo into itself, Necrozma's Attack rises beyond its previous level"
12,Necrozma, It slices opponents with the powered-up claws on its four legs
13,Necrozma, The power greatly exceeds that of Solgaleo
14,Necrozma," Players can expect it to be a great aid in battles using physical moves, including Sunsteel Strike"
15,Necrozma," It can hold the Solganium Z, which converts Sunsteel Strike to the Z-Move, Searing Sunraze Smash"
16,Necrozma,"Dawn Wings Necrozma controls both the body and mind of the Legendary Pokémon Lunala, taking Lunala's light energy into itself by force"
17,Necrozma,This Necrozma shoots energy that glows darkly from the black portions of its wings
18,Necrozma," It accelerates by the shooting black light from its back, getting right up close to enemies in a furious rush"
19,Necrozma, The power far exceeds that of Lunala
20,Necrozma,"By taking Lunala into itself, Necrozma's Special Attack stat gets even higher"
21,Necrozma," It can hold the Lunalium Z, which converts Moongeist Beam to Menacing Moonraze Maelstrom"
22,Necrozma,"Ultra Necrozma is a draconian Pokémon with four wings, mainly made out of light energy"
23,Necrozma," It rearranges parts of normal Necrozma into a sort of armor, that glows golden with light"
24,Necrozma, Its head shape resembles the star that was on Necrozma’s “tail
25,Necrozma,"” It’s head is made out of what was Necrozma’s body, with two small wings made out of light coming off of where the eyes are, which are diamond shaped with four different segments, and different colors on each part, and each eye has different colors"
26,Necrozma,Necrozma's true powers lies in its Ultra Burst form
27,Necrozma," This occurs when it absorbs either Solgaleo's or Lunala's light, and it harnesses it as its own, it becomes a light dragon and Psychic/Dragon Type"
28,Necrozma, This Ultra Burst form is actually Necrozma's true form
29,Necrozma, It can change into this form when holding the Ultranecrozium Z and can use the exclusive Z-Move Light That Burns the Sky
0,Magearna,"Magearna has a body made purely of steel, which was created by humans over 500 years ago"
1,Magearna," Magearna has a pair of long ears and a teal dot (resembling its nose), two pink eyes with yellow outlines, and a teal sphere connecting its head with its body"
2,Magearna," It has two short arms, a skirt-like sphere body, decorated with yellow lines and two short legs"
3,Magearna, It is said that its machinery has a secret of some sort
0,Marshadow,Marshadow resembles a shadow and has a wispy figure
1,Marshadow, It is predominantly black and seems to be wearing some sort of helmet
2,Marshadow, The helmet has two horn/ear-like appendages with a wispy smoke in the center
3,Marshadow, Its eyes are orange-red with an oval on top
4,Marshadow, Its arms possess a bump on each wrist
5,Marshadow, Marshadow appears to wearing a collar and its legs have a shadowy trail
6,Marshadow, It has a tiny mouth
7,Marshadow,"As Zenith Marshadow, its headgear, bumps and collar flare up with green yellow flames, and its eyes also flare up"
0,Poipole,Poipole is a purple and dark pink alien-like creature with a big head
1,Poipole, It has 3 lavender needle-like horns on its head and cyan eyes
2,Poipole, Its mouth is small
3,Poipole, It has small arms and its neck is extremely skinny
4,Poipole," Poipole has stout, short legs with small feet and a very long tail"
0,Naganadel,Naganadel is a large purple striped Pokémon that has both draconic and insectoid features
1,Naganadel, The top half of its body is slender with thin arms and fuchsia tipped claws
2,Naganadel, Both shoulders have gray spikes
3,Naganadel," Naganadel possess purple draconic wings, which it uses to fly"
4,Naganadel, These wings have a single fuchsia claw at the joint and darker purple membranes
5,Naganadel," At the end of its long neck is its head, which has a large spiked crest and gray face spikes which act as mandibles when it opens its mouth"
6,Naganadel," Its glowing cyan eyes are conjoined, giving the appearance of a visor"
7,Naganadel, The lower half of its body is an abdomen that resembles a wasp's abdomen
8,Naganadel," There are three gray spikes on the end of the abdomen, with the middle one being the largest and resembling a hypodermic needle or a wasp's stinger"
0,Stakataka,"While Stakataka may appear to be made up of stones stacked atop one another, apparently each “stone” is in fact a separate life-form, and this UB is made up of an assemblage of these life-forms"
0,Blacephalon,Blacephalon looks like a very colorful Headless Horseman in a Jester's outfit
1,Blacephalon,"It mostly has a slender body with very vague limbs and a white collar on top, which holds its clear spherical head in place when it is not using it to Attack"
2,Blacephalon," Its spine and pelvic area have blue, pink and yellow stripes"
3,Blacephalon, Its legs are slender with high heel like feet and a white color scheme
4,Blacephalon," Its left leg has a blue orb for a knee cap, while its right has a pink orb instead"
5,Blacephalon," The colors are swapped for its arms, which end in hooks"
6,Blacephalon, Its detachable head has rings of blue and pink dots and has an explosion shape design with the same colors and a yellow spot in the center
0,Zeraora,Zeraora is a bipedal feline Pokémon
1,Zeraora," It has mostly yellow fur with black lightning bolt designs, which cover its head, arms and part of it legs"
2,Zeraora, It also has black fur on its face
3,Zeraora, It has blue bolts for whiskers and a blue spike on its head
4,Zeraora," Zeraora doesn't have a tail but it has long, tail-like fur between its shoulders on its back that takes the shape of a lightning bolt"
5,Zeraora, Its paw pads are blue and its feet are black with three claws
0,Meltan,"Meltan is a small Pokémon with a gold head, which resembles a hex nut, and a glossy silver body"
1,Meltan, A black sphere floats in the center of Meltan's head like a magnet; the sphere itself is Meltan's eye
2,Meltan," A red cable sticks out from Meltan's back, acting as a tail"
3,Meltan, Its hex nut head can also spin and it is revealed to be the primary source of Meltan's eye power
4,Meltan,Its shiny form has a light brown color on its hex nut head and a blue cable tail
0,Melmetal,"Although it retains the same gold hex nut, red cable-like tail, and metallic silver liquid body of its pre-evolved form, Melmetal has a muscular build, in addition of having another gold hex nut for a neck or look like a mask, and black hex nuts on its chest, and each two hands, shoulders, elbows and feet respectively"
0,Grookey,"Grookey is a small monkey-like Pokémon with an orange muzzle, a yellow face ""mask"" around its eyes, and light green fur"
1,Grookey, It also has pointed brown ears and orange hands and feet
2,Grookey," It has a hairdo that resembles two leaves, which holds its stick"
3,Grookey," Its tail is curved, short, and brown, and its eyes are black"
0,Thwackey,Thwackey is a yellowish-green monkey-like Pokémon
1,Thwackey, It resembles its pre-evolution in most aspects
2,Thwackey," Its humanoid hands are orange with green armbands and brown arms, while its fur becomes a lighter green"
3,Thwackey," The ”mask” on its face has taken on a slightly different shape, now resembling sunglasses and with two protrusions that resemble two leaves above its eyes"
